_id,concept,season,review_text,지역,review_text_clean
65ee97a7c27eda916fc7447a,5,0,제주 비오는날 핫플레이스 엉또폭포는 맑은날에는 산책하기 좋은곳,제주,폭포 산책
65ee6851c528b55b0ae795d3,5,0,"""로하스가족공원 캠핑장""에서 힐링 여행!",대전,가족 공원 힐링
65ee5fe2c528b55b0ae77b21,4,4,제때 먹어야 제맛! 겨울철 제철음식 소개,대구,제때 겨울철 제철 음식
65ee6705a64dee66ed303114,5,1,임실 봄나들이 추천 - 매화향을 따라 물과 시가 흐르는 곳 '구담마을',전북,매화 시가
65ee6267901db79521bc9c6e,5,0,[경남 창원 / 창원 랜선 여행] 진해 아름다운 저수지와 나무가 휴식을 주는 환경생태공원,경남,랜선 나무 휴식 환경 생태 공원
65ee9edec27eda916fc75781,4,0,제주도맛집추천 비쥬얼폭탄 제주맛집 베스트만 소개한다!,제주,맛집 폭탄 맛집
65ee9f93c27eda916fc75976,5,0,풍차와 푸른바다가 반겨주는 제주도해수욕장 김녕성세기해변,제주,풍차 해수욕장
65ee654cc528b55b0ae78942,4,0,"대전 대덕구 명소, 신선한 제철 음식이 가득! '오정농수산물도매시장'",대전,제철 음식 오정 수산물 도매시장
65ee6956c528b55b0ae79a05,5,3,대전 가을 산책길 보문산 행복 숲 둘레길 단풍 구경,대전,가을 산책길 행복 단풍 구경
65ee613fc528b55b0ae7834c,1,0,[달성군립도서관] 2021년 3월 추천도서,대구,도서관 도서
65ee60c8c528b55b0ae78094,1,3,"가을 나들이, 방짜유기박물관 어때! - 황해경",대구,가을 방짜유기 박물관 해경
65ee6658c528b55b0ae78da4,5,0,"대전 사진 찍기 좋은 전망 명소 장태산 형제바위 장태산 휴양림 스카이웨이, 출렁다리",대전,사진 전망 형제 바위 휴양림 스카이웨이 다리
65ee6cfac528b55b0ae7a969,5,1,서울 올림픽공원 벚꽃 명소 팔각정 사진찍기 좋은곳 야외데이트,서울,공원 벚꽃 팔각정 사진 야외 데이트
65ee609e901db79521bc9561,0,0,"경기도청 옛 청사, 경기기회마켓으로 북적",경기,도청 청사 북적
65ee997fc27eda916fc74992,1,2,코앞으로 다가온 장마에도 걱정 뚝 제주 실내 관광지,제주,코앞 장마 걱정 실내 관광지
65ee60b6901db79521bc9650,0,0,아이와 엄마의 건강을 위한 경기도 임산부 친환경 농산물 꾸러미 지원 사업을 알려드려요!,경기,아이 엄마 건강 임산부 친환경 농산물 꾸러미 지원 사업
65ee60ebc528b55b0ae7815f,1,0,대구 동구 실내체육관 강동문화체육센터 - 윤은정,대구,실내 체육관 문화 체육 센터 은정
65ee6511c528b55b0ae7884b,5,0,대전 여행 코스 나들이 장태산자연휴양림 대전 명소 볼거리,대전,자연휴양림 볼거리
65ee934ec27eda916fc73872,5,0,우도 가볼만한곳 추천! 들어는 보았는가 <검멀레해변>,제주,해변
65ee605a901db79521bc92ad,1,0,흐른 세월만큼 담긴 우리의 멋! 경기도 전통 명소,경기,세월 전통
65ee5f92c528b55b0ae7793c,1,0,"중생의 마음에 연꽃 피는 날, 팔공산 동화사에서 - 심윤용 :: 부처님오신날, 석가탄신일, 대체공휴일, 템플스테이",대구,중생 마음 연꽃 동화사
65ee6b9cc528b55b0ae7a1c9,4,0,"HOT한 인생샷 성지! 부산 사진 맛집 여행코스📸✨ |부산여행, 부산가볼만한곳, 부산여행",부산,인생 성지 사진 맛집
65ee9607c27eda916fc74041,2,3,제주 가을 여행 [한라산 윗세오름] 제주 한라산 등반,제주,가을 등반
65ee678bc528b55b0ae7929e,4,0,"대전 유성구 맛집, 골프존 조이마루 내에서 즐길 수 있는 맛집! '오마이푸드'",대전,맛집 골프 맛집 오마이 푸드
65ee681cc528b55b0ae794f3,2,0,언택트시대 등산하기 좋은 대전둘레길 6코스,대전,등산
65ee617aa64dee66ed3015fd,0,0,[블로그 미세먼지 간이측정기 무료 대여하고 집에서 건강하게 지내요!,울산,간이 측정기 무료 대여
65ee5f32c528b55b0ae776f7,5,0,"구절송 전망대에서 즐기는 힐링 산행 - 황해경 :: 대구 여행, 동구 여행, 봉무공원, 팔공산 전망대",대구,구절 전망대 힐링 산행 해경 무공 전망대
65ee656d901db79521bcab93,4,0,"2021년 3박 4일 울릉도 여행 모든 것(숙소, 관광지, 먹거리)",경북,숙소 관광지 먹거리
65ee63d4a64dee66ed3021e2,0,2,"본격 더위 시작되는 소서, 더위를 식혀줄 울주군 피서지",울산,본격 더위 소서 더위 서지
65ee5f8cc528b55b0ae77915,1,0,"제68회 현충일 기념 퍼포먼스 행사 『잊지 말자, 그날』",대구,현충일 기념 퍼포먼스 행사 그날
65ee648ea64dee66ed302606,0,0,색으로 만나는 11월_RED에 빠진 인천 2편_매콤달콤 인천 빨간 맛,인천,
65ee6350901db79521bca415,1,0,"[경남 사천 / 사천 가볼만한곳] 우주를 내 눈 안에, 사천 우주 미술관",경남,우주 우주 미술관
65ee9da7c27eda916fc75451,5,1,제주의 고즈넉한 자연을 느낄 수 있는 베릿네 유채꽃,제주,자연 베릿 유채꽃
65ee672ec528b55b0ae7911c,5,1,"대전, 봄꽃 가득한 천연기념물센터 아이들과 방문하기 좋아요!",대전,봄꽃 천연기념물 센터 아이 방문
65ee6082a64dee66ed30113c,5,0,영남알프스 8봉의 중심 가지산에 올랐습니다,울산,중심 가지산
65ee5f27901db79521bc8fde,4,4,강원도 겨울을 맛있게 즐기는 법은 겨울 별미 도루묵을 맛보는 것!,강원,겨울 겨울 별미 도루묵
65ee6630a64dee66ed302d10,2,0,전남 강진 가볼만한곳 가우도 제트보트,전남,가우 제트 보트
65ee66cc901db79521bcb336,1,0,"온 가족이 함께 즐거운 광주 명소, 빛고을농촌테마공원",광주,가족 빛고을 농촌 테마 공원
65ee6187a64dee66ed301643,1,0,"특별한 취미가 가능한 울산 울주군 궁도장 ""고헌정""",울산,취미 궁도
65ee6266a64dee66ed301aa7,1,0,"안전교육, 아무리 강조해도 지나치지 않다! 울산안전체험관",울산,강조 안전 체험
65ee936dc27eda916fc738d1,5,0,제주 서쪽 일출명소이기도 한 군산오름 전망이 기가막히죠,제주,일출명소 전망
65ee6cebc528b55b0ae7a8bc,0,0,"끊을 수 없는 중독, 각양각색 '서울의 면'",서울,중독 각양각색
65ee64d0901db79521bca6b4,5,0,경주 바람의 언덕(풍력발전) 해넘이 명소!,경북,바람 언덕 풍력발전 해넘이
65ee994bc27eda916fc74902,1,0,제주 자연과 함께 즐기는 체험 명소,제주,자연 체험
65ee5e4b901db79521bc8886,1,0,철원 DMZ 마켓에서 하는 행복한 쇼핑,강원,쇼핑
65ee9f18c27eda916fc7581f,1,4,제주도 겨울여행 감귤껍질 말려두는 주황색 나라 신천목장과 우도여행,제주,겨울 감귤 껍질 주황색 나라 목장
65ee661ea64dee66ed302c64,2,0,[완도 힐링 여행] 다도해의 전경과 주도가 보이는 완도 모노레일,전남,힐링 다도해 전경 주도 모노레일
65ee6a5ec528b55b0ae79e41,5,1,봄의 왈츠로 춤추는 봄꽃이 가득한 오월드,대전,왈츠 봄꽃
65ee5e40901db79521bc882a,5,3,가을여행 철원 한탄강 주상절리 나들이,강원,가을 주상절리
65ee663ba64dee66ed302d79,4,0,[궁금한남도] 하루쯤은 고기밥상 없이도 가볍게~채식투어(광양x화순),전남,하루 고기 밥상 채식 투어
65ee6675a64dee66ed302f9d,1,0,[기고] 영암 가볼만한곳~ 전라남도 농업박물관 쌀 문화관,전남,기고 농업 박물관 문화관
65ee66d3c528b55b0ae78fa7,5,2,"대전, 평촌동 느티나무 보호수와 여름 풍경",대전,느티나무 보호수 여름 풍경
65ee6d0ac528b55b0ae7aa20,0,0,홍대 '빵지순례' 밥보다 빵,서울,홍대 순례
65ee9f46c27eda916fc758a3,4,0,서귀포 전망좋은 루프탑 카페에서의 힐링과 흑돼지맛집에서의 먹방,제주,전망 루프 힐링 돼지 맛집 먹방
65ee6a66c528b55b0ae79e61,1,0,"아이와 함께 걷기 좋은 도안근린공원, '유아숲 체험원'",대전,아이 도안 공원 유아 체험
65ee68a7fb489059cecb8f3d,6,0,오감이 즐거워지는 힐링의 섬 '나문재',충남,오감 힐링 나문재
65ee6cc1c528b55b0ae7a6ca,0,0,"서울시설공단, 공공데이터 운영평가 3년 연속 최고등급 달성!",서울,시설 공단 데이터 운영 평가 연속 최고 등급
65ee65a9c528b55b0ae78ac5,1,0,"장난감대여, 놀이체험, 시간제보육을 모두 한 곳에서_대전어린이장난감도서관 둔산점",대전,장난감 대여 놀이 체험 시간제 보육 모두 어린이 장난감 도서관
65ee6901fb489059cecb9259,5,1,"충남 공주 여행, 분홍빛으로 물든 벚꽃 명소 :: 충청남도역사박물관, 신원사, 카페 내재, 공주 가볼만한 곳, 충남 가볼만한곳, 공주 벚꽃 명소, 공주 여행코스",충남,분홍 벚꽃 역사 박물관 내재 벚꽃
65ee6925fb489059cecb9399,5,3,갈대와 억새의 무르익은 공연이 시작되는 신성리 갈대밭,충남,갈대 억새 공연 성리 갈대
65ee659bc528b55b0ae78a89,5,0,연인들 데이트코스로 딱 좋아~ 「대동하늘공원」에서 사랑을 속삭여 보아요!,대전,데이트 대동 하늘 공원 사랑
65ee605ca64dee66ed301077,1,0,울산 아이와 가볼만한곳 실내 놀거리 울산 아이랑 수학문화관 과학관 체험,울산,아이 실내 아이 수학 문화관 과학관 체험
65ee9ea4c27eda916fc756e0,4,0,중문 통갈치구이 및 갈치조림 맛있는 집을 찾아서 떠난 제주여행,제주,중문 갈치 구이 갈치 조림
65ee9d88c27eda916fc75402,1,0,"감성여행을 떠나고 싶은 날, 제주항공우주박물관으로 오세요!",제주,감성 항공우주 박물관
65ee6934c528b55b0ae7997a,0,0,신일동 쓰레기 소각장 '환경에너지사업소',대전,일동 쓰레기 소각 환경 에너지 사업
65ee62e6a64dee66ed301d38,4,0,깔끔하고 맛있는 한우식육식당 우미가,울산,한우 식당 우미
65ee606ac528b55b0ae77e5f,5,1,"아름다운 길, 옥포 벚꽃길 걸어요",대구,벚꽃
65ee60e7a64dee66ed301327,5,2,핫한 포토스팟들이 가득!!! 여름에는 당사해양낚시공원으로 가자.,울산,포토 스팟 여름 해양 낚시 공원
65ee6cf2c528b55b0ae7a90c,6,0,"도심 속 여유, 천장산 트레일",서울,도심 여유 장산
65ee696efb489059cecb9626,1,0,정겨운 시골마을의 정취가 가득한 외암민속마을,충남,시골 정취 민속
65ee69f5fb489059cecb99fb,1,0,멀~리서 보아야 더 아름답다! 항공샷으로 떠나는 랜선여행,충북,항공샷 랜선
65ee6916fb489059cecb9316,1,0,온양온천 전통시장 한바퀴,충남,온양온천 전통 시장
65ee682ec528b55b0ae79541,6,0,대전 서구 원정리역을 시작으로 아름다운 시골마을들을 둘러보며 힐링을_2,대전,시골 힐링
65ee6bd8c528b55b0ae7a502,0,0,"부산시, 고위험시설 6종 ‘집합 금지→제한’ 완화",부산,위험 시설 집합 금지 제한 완화
65ee68d4fb489059cecb90cc,1,0,"충남 여행, 다채로운 체험을 즐기는 서천 여행 :: 국립생태원, 향미 미션투어, 장항스카이워크, 장항송림산림욕장, 서천 치유의숲, 서천체험, 서천 가볼만한곳, 아이와 가볼만한곳",충남,체험 국립생태원 미션 투어 장항 장항 송림 산림 치유 체험 아이
65ee5e96901db79521bc8b09,4,3,가을 느낌 뿜뿜한 은행나무 맛집 추천!,강원,가을 느낌 은행나무 맛집
65ee66f8901db79521bcb5d5,1,0,금 나와라 뚝딱 은 나와라 뚝딱! 광주 도깨비 골목 탐험,광주,도깨비 골목 탐험
65ee6170c528b55b0ae78478,0,0,"[대구광역시] 대구형 배달앱 아이디어 공모전 (~11.30까지) ｜ 슬로건, 그림, 영상, 아이디어 등",대구,배달 아이디어 슬로건 그림 아이디어
65ee6a14c528b55b0ae79d11,1,0,헬스클럽 필요없이 송촌생활체육공원에서 맞는 아침운동!,대전,헬스클럽 생활 체육 공원 아침 운동
65ee6555901db79521bcaada,0,0,"경주 뚜벅이 여행, 월정교와 오릉!",경북,정교 오릉
65ee9c23c27eda916fc7506a,0,0,튼튼 제주 건강 369 프로젝트로 건강해지기,제주,건강 프로젝트
65ee690ac528b55b0ae798cf,0,0,"주택가 근처의 작은 저수지, 법동 소류지",대전,주택가 근처 법동 소류
65ee6727a64dee66ed303347,1,0,전북 가볼 만한 힐링 장소 - 고창 상하농원,전북,힐링 장소 상하 농원
65ee6343901db79521bca3ac,1,0,[경남 김해 / 김해 전시] 김해 국립박물관 특별전시 '말을 탄 가야',경남,전시 국립박물관 특별 전시
65ee60bcc528b55b0ae78048,5,0,대구 핑크뮬리 명소는 바로 여기! 송해공원,대구,핑크 공원
65ee92d5c27eda916fc73706,4,0,제주공항근처 로컬 맛집 중국집 찾는다면 보경반점도 좋아요,제주,근처 로컬 맛집 중국집 반점
65ee6277901db79521bc9cfb,1,0,"도서관의 날, 경남대표도서관의 베스트셀러는?",경남,도서관 대표 도서관 베스트셀러
65ee9ea1c27eda916fc756d7,4,0,"신제주 맛집 제주 중국집 마차이짬뽕 탕수육 최고였어요~ 짜장면, 짬뽕, 탕수육 (노형동)",제주,맛집 중국집 마차 짬뽕 탕수육 최고 짜장면 짬뽕 탕수육
65ee5e74901db79521bc89e7,1,0,주문진 맛 기행! 주문진항 수산물 좌판 풍물시장으로 떠나요!,강원,기행 수산물 좌판 풍물 시장
65ee6710a64dee66ed3031cb,3,0,순창 여행으로 배우는 역사 - 설공찬전 테마관,전북,순창 역사 설공찬전 테마
65ee6a70c528b55b0ae79e8a,4,0,"매콤한 명태조림이 생각날때, 복수동 황제명태덕장",대전,명태 조림 황제 태덕
65ee9e9bc27eda916fc756c7,5,0,제주공항렌트카후기 이호해수욕장과 교래자연휴양림도 다녀왔어요,제주,렌트카 이호해수욕장 자연휴양림
65ee9e78c27eda916fc75662,0,0,9월 제주도 스쿠터여행 가격좋은곳에서 대여하고 싶다면,제주,스쿠터 대여
65ee611ca64dee66ed30142c,1,2,"장마철 울산 북구 실내 아이와 가볼만한곳, 울산안전체험관 예약을 못했다면 재난극복관 방문해보세요!",울산,장마철 실내 아이 안전 체험 예약 재난 극복 방문
65ee5f2cc528b55b0ae776d9,5,4,"대구 겨울 가볼만한 곳, 고즈넉한 산책코스 수성구 재실 독무재, 무동재",대구,겨울 산책 무재 무동
65ee99afc27eda916fc74a1a,5,0,이국적인 풍경의 쉼터싱계물공원,제주,국적 풍경 공원
65ee65d1a64dee66ed302982,5,2,[전남 여행]푸른 여름에 즐기는 여수 오동도,전남,여름 오동도
65ee64fa901db79521bca801,5,1,"복사꽃 필 무렵, 경산 반곡지에서 꽃길을 걸어보세요! (복사꽃길 걷기 행사)",경북,복사꽃 경산 꽃길 복사꽃 행사
65ee614fa64dee66ed30152f,1,0,여러가지 문화를 즐길 수 있는 울산 북구 종로서적,울산,문화 종로 서적
65ee9f77c27eda916fc7592b,1,0,제주도 사진찍기좋은카페 마노르블랑,제주,사진 마노
65ee6382901db79521bca5bb,1,0,"[경상남도 창원 / 창원 가볼만한곳] 온전히 '참나'를 만나는 여행, 마산 무학산 원각사",경남,원각사
65ee610aa64dee66ed3013d8,5,0,[블로그 울산 아이랑 가볼 만한 곳 선암호수공원 무지개 놀이터,울산,아이 호수 공원 무지개 놀이터
65ee6277a64dee66ed301aff,6,0,울산매곡카페 태번159에서 휴식 취하기,울산,매곡 태번 휴식 취하
65ee6697c528b55b0ae78eaa,4,0,신탄진IC 인근 착한가격업소! 칼국수 맛집 '오가네홍두깨손칼국수',대전,인근 칼국수 맛집 홍두깨 칼국수
65ee68b2fb489059cecb8f9d,1,0,공산성 대백제전 나들이,충남,공산성 제전
65ee6e2bc528b55b0ae7b154,5,0,세종호수공원 송담만리와 세종 중앙공원에서 눈으로 세종을 보다,세종,호수 공원 만리 공원
65ee66b5901db79521bcb1c9,4,0,이번주는 뭐 먹지~? 우리동네 골목맛집을 소개합니다 [8번째],광주,이번 골목 맛집
65ee5e45901db79521bc8858,0,2,아름다움이 더한 선교장의 여름,강원,여름
65ee661f901db79521bcb0d2,1,0,지구의 역사가 숨 쉬고 있는 청송 유네스코 세계지질공원,경북,지구 역사 청송 세계 지질 공원
65ee6d38c528b55b0ae7ac2b,0,0,피할 수 없다면 집에서 즐기는 무료 온라인 전시,서울,무료 온라인 전시
65ee68dbfb489059cecb9108,5,0,당진 합덕제 연꽃호수,충남,연꽃 호수
65ee60ddc528b55b0ae7810c,5,0,무더운 대프리카 화원 용문산계곡 어떠세요?,대구,프리 화원
65ee5f27901db79521bc8fe2,0,4,겨울에는 역시 바다지~ 동해안 사진보며 대리만족하기 [강원도 바다여행],강원,겨울 진보 대리
65ee9dd8c27eda916fc754ce,0,0,제주도 삼신인 신화의 흔적을 찾아볼 수 있는 '삼성혈',제주,삼신 신화 흔적
65ee65a6a64dee66ed3027e1,1,0,2023 전남국제수묵비엔날레 홍보 서포터즈를 모집합니다,전남,국제 수묵 비엔날레 홍보 서포터즈 모집
65ee6191a64dee66ed301675,4,0,"울산 북구 박상진호수공원 근처 맛집 ""송정풍경""",울산,호수 공원 근처 맛집 송정 풍경
65ee6d17c528b55b0ae7aabe,1,0,"서울공예박물관 2탄, 상설전시부터 어린이 박물관까지!",서울,박물관 어린이 박물관
65ee64fec528b55b0ae787fc,4,0,"대전 유성구 카페, 홍시디저트 맛집 수통골 신상카페 '홍시반'",대전,홍시 디저트 맛집 수통 시반
65ee64e5c528b55b0ae78792,1,0,대전 여행 아이와함께 가볼만한곳 엑스포과학공원,대전,아이 엑스포 과학 공원
65ee6268901db79521bc9c76,5,2,"여름의 청량함 가득 품은, 남해 힐링 여행코스 :: 남해각, 송정솔바람해수욕장, 말라끼서프, 남해 편백자연휴양림, 독일마을, 남해지족공설시장, 남해 가볼만한곳, 여름휴가 가볼만한곳",경남,여름 힐링 송정 솔바람 해수욕장 편백 자연휴양림 지족 공설 시장 여름 휴가
65ee993fc27eda916fc748e3,5,0,촉촉함이 있었던 한라수목원,제주,수목원
65ee6719a64dee66ed30325f,3,1,"삼일절 기념, 공휴일에 아이들과 함께 가볼만한 역사 여행지 :: 천안 독립기념관, 군산 3·1운동 100주년 기념관, 서울 경교장, 서울 서대문형무소, 대구 3.1만세운동길",전북,삼일절 기념 공휴일 아이 역사 독립기념관 운동 주년 기념관
65ee631b901db79521bca254,0,0,[경남 센터 소개] 경남 관광의 든든한 지원군! 경남관광기업지원센터,경남,센터 관광 지원 관광 기업 지원 센터
65ee61c4a64dee66ed301773,1,4,"[블로그 겨울철 아이와 함께 가기 좋은 실내, 울산과학관",울산,겨울철 아이 실내 과학관
65ee69e6fb489059cecb989e,1,0,"온 가족이 함께 즐기는 충북의 농촌 체험마을 : 기대리선애빌, 금강모치마을, 산야초마을, 장이익어가는마을, 인다락마을",충북,가족 농촌 체험 대리 선애 모치 다락
65ee6ad3c528b55b0ae7a020,5,0,놀면 뭐하니? 보면서 자연공부가 쏙쏙 되는 천연기념물센터 완전정복하기,대전,자연 공부 천연기념물 센터 완전 정복
65ee679bc528b55b0ae792db,4,0,"대전 유성구 맛집, 크리스마스 빵집 추천! '콜마르브레드'",대전,맛집 빵집 브레드
65ee6602901db79521bcaff7,1,2,삼국유사의 고장!역사공부와 놀이를 동시에 하는 곳이 있다고? 군위최초 스케일 대박난 군위 삼국유사테마파크 여름가기전에 즐기러 가자구~!,경북,고장 역사 공부 놀이 동시 군위 최초 스케일 군위 테마 파크 여름 기전
65ee6342901db79521bca3a1,1,0,[경남 통영 / 통영 가볼만한곳] 이색적인 경험이 하고 싶다면 통영 공예관,경남,이색 경험
65ee6665a64dee66ed302f08,6,0,"고흥으로 떠나는 감성가득한 힐링 여행! - 연홍도, 봉래산 편백숲",전남,고흥 감성 힐링 홍도 봉래산 편백
65ee60c1c528b55b0ae7806a,0,3,"동구 가볼 만한 곳! 혁신도시 한국가스공사 앞, 코스모스가 활짝 피어 있어요 - 강영숙",대구,혁신도시 가스 공사 코스모스
65ee6512901db79521bca8c9,1,0,안동 한국문화테마파크 조선시대 산성마을로 시간 여행 떠나요,경북,문화 테마 파크 산성 시간
65ee610b901db79521bc99b3,0,0,'세계 여성의 날' 기념! 경기도가 여성들을 응원합니다. 온·오프라인 여성지원 프로그램 취재기,경기,세계 여성 기념 여성 응원 오프라인 여성 지원 프로그램 취재
65ee607e901db79521bc9417,0,0,청소년증으로 청소년 우대 혜택 누려요,경기,청소년증 청소년 우대 혜택
65ee6e0ec528b55b0ae7afac,0,4,"세종시에서 보내는, 아이와 가볼 만한 겨울방학 핫플! TOP4",세종,아이 겨울방학
65ee6623901db79521bcb0f0,0,0,슬기로운 집콕 생활! 하루 한 번 물만 잘 줘도 쑥쑥 자라는 콩나물 키우기~,경북,집콕 생활 하루 콩나물
65ee5fb9c528b55b0ae77a27,3,0,수성구의 역사가 숨 쉬는 욱수골에 다녀왔습니다!,대구,역사
65ee60f6c528b55b0ae781a2,4,0,[공간] 공간과 공간을 이어주는 카페 ‘門’ (feat. 빌푸네밥상),대구,공간 공간 공간 밥상
65ee6745c528b55b0ae7917b,0,0,오정 상생하우스 '오정동 지역공헌센터 착공식',대전,오정 상생 센터 착공
65ee659a901db79521bcaced,1,0,"경북 상주 아이들과 함께 가볼 만한 곳... ""경북 상주 자전거박물관""",경북,상주 아이 상주 자전거 박물관
65ee6942fb489059cecb949e,4,0,작은 어촌마을의 서정적 풍경속 먹거리,충남,어촌 서정 풍경 먹거리
65ee5f26c528b55b0ae776b1,0,0,대구 가볼만한곳 데이트 추천 여행코스 김광석거리 강정보 디아크 외,대구,데이트 강정보 디아크
65ee98e7c27eda916fc747ea,1,0,"[제주 추천] 아르떼 뮤지엄, 그리고 티바",제주,아르떼
65ee9387c27eda916fc73920,5,0,"노을, 바다, 절경 삼박자를 갖춘 곳 <박수기정>",제주,노을 절경 삼박자 박수 기정
65ee68ccfb489059cecb9083,1,0,자연에서 즐기는 전통스포츠 국궁 '계룡 신도정',충남,자연 전통 스포츠 국궁 도정
65ee679dc528b55b0ae792e6,0,0,"대전 유성구 카페, 한적한 봉산동 베이커리 카페 '카페숲'",대전,
65ee9a38c27eda916fc74b7d,0,0,탄소중립 실천 위해 제주 민관산학 ‘한뜻’,제주,탄소 중립 실천 민관 산학
65ee611e901db79521bc9a71,1,2,건강한 여름나기를 위한 수도권 트레킹 코스! 평화누리길 3코스 '한강 철책길' ②,경기,여름 나기 수도권 평화 철책길
65ee6597901db79521bcacda,2,0,[봉화 청량산 캠핑장] 잊지 못할 짜릿한 하루를 보내고 싶다면?! 청량산 캠핑장에서 캠핑해요~!,경북,청량산 하루 청량산 캠핑
65ee6362901db79521bca4a8,1,0,드론축구가 떴다! 경남 1호 김해드론연습장 개장,경남,축구 연습장 개장
65ee6d69c528b55b0ae7ae6d,2,1,서울 가볼만한곳 벚꽃명소 양재시민의숲 벚꽃길 자전거 라이딩 코스,서울,벚꽃 벚꽃 자전거 라이딩
65ee668ec528b55b0ae78e86,2,0,"대전, 연휴에 가족들과 가기 좋은 가벼운 산행 코스 '옥녀봉'",대전,연휴 가족 산행
65ee65e6901db79521bcaf24,5,0,경주 명소! 월정교 야경이 가장 대표적이죠~? 경주의 명소들을 야경으로 맞주하면 그 웅장함은 몇배가 된다는 점 아시나요~? 경주의 밤은 낮보다 뜨겁다!,경북,정교 야경 표적 야경 웅장
65ee9956c27eda916fc74920,5,0,제주 남부 드라이브 여행 명소,제주,남부 드라이브
65ee6573901db79521bcabc9,5,0,"나만의 보석 같은 바다를 찾아서- 제로웨이스트여행 <높은 곳에서 바라보는 울릉도의 비경> :: 대풍감 향목전망대, 천부해중전망대, 예림원, 나리분지 깃대봉 트래킹",경북,보석 제로 비경 대풍 향목 전망대 해중 전망대 트래킹
65ee6514c528b55b0ae78855,1,0,선조들의 지혜를 살펴볼 수 있는 '한남대학교 중앙박물관',대전,지혜 한남 대학교 박물관
65ee6085c528b55b0ae77f00,0,0,달성다문화엄마학교 제7기 신입생 모집 (~2/22까지),대구,엄마 학교 신입생 모집
65ee688ec528b55b0ae796d0,1,0,"도솔 산림공원의 신나는 숲속 어드벤처, 네이처 스포츠",대전,도솔 산림 공원 숲속 스포츠
65ee98d3c27eda916fc747b3,0,0,"제주도, 대중교통 및 주차정책 도민인식조사 결과 발표",제주,대중교통 주차 정책 도민 인식 조사 결과 발표
